-- TIMES

INSERT INTO Times (Nome, Cidade, Estado, AnoFundacao, Estadio, CapacidadeEstadio, CorUniformePrimaria, CorUniformeSecundaria, Status)
VALUES
('Tigre FC', 'Fortaleza', 'CE', 1950, 'Estádio Tigre FC', 52000, 'Laranja', 'Preto', 1),
('Águia Azul', 'Belém', 'PA', 1951, 'Estádio Águia Azul', 52500, 'Azul', 'Branco', 1),
('Leões do Norte', 'Manaus', 'AM', 1952, 'Estádio Leões do Norte', 53000, 'Vermelho', 'Azul', 1),
('Furacão do Sul', 'Curitiba', 'PR', 1953, 'Estádio Furacão do Sul', 53500, 'Verde', 'Amarelo', 1),
('Dragões da Serra', 'Caxias', 'RS', 1954, 'Estádio Dragões da Serra', 54000, 'Roxo', 'Verde', 1),
('Cavaleiros de Aço', 'Campinas', 'SP', 1955, 'Estádio Cavaleiros de Aço', 54500, 'Cinza', 'Preto', 1),
('Estrelas do Oeste', 'Goiânia', 'GO', 1956, 'Estádio Estrelas do Oeste', 55000, 'Dourado', 'Branco', 1),
('Império Central', 'Brasília', 'DF', 1957, 'Estádio Império Central', 55500, 'Branco', 'Cinza', 1),
('Tempestade FC', 'Salvador', 'BA', 1958, 'Estádio Tempestade FC', 56000, 'Preto', 'Vermelho', 1),
('Raios da Montanha', 'Petrópolis', 'RJ', 1959, 'Estádio Raios da Montanha', 56500, 'Azul Marinho', 'Amarelo', 1),
('Marujos do Norte', 'Macapá', 'AP', 1960, 'Estádio Marujos do Norte', 57000, 'Amarelo', 'Preto', 1),
('Falcões do Vale', 'São José', 'SC', 1961, 'Estádio Falcões do Vale', 57500, 'Verde Escuro', 'Branco', 1),
('Corujas do Sul', 'Porto Alegre', 'RS', 1962, 'Estádio Corujas do Sul', 58000, 'Rosa', 'Azul', 1),
('Panteras Negras', 'Vitória', 'ES', 1963, 'Estádio Panteras Negras', 58500, 'Bordô', 'Cinza', 1),
('Lobos da Fronteira', 'Foz do Iguaçu', 'PR', 1964, 'Estádio Lobos da Fronteira', 59000, 'Azul Claro', 'Verde', 1),
('Guardiões da Areia', 'Natal', 'RN', 1965, 'Estádio Guardiões da Areia', 59500, 'Cinza Escuro', 'Preto', 1),
('Vento Leste FC', 'Aracaju', 'SE', 1966, 'Estádio Vento Leste FC', 60000, 'Lilás', 'Branco', 1),
('Titãs do Cerrado', 'Palmas', 'TO', 1967, 'Estádio Titãs do Cerrado', 60500, 'Marrom', 'Dourado', 1),
('Ciclones de Ouro', 'Uberlândia', 'MG', 1968, 'Estádio Ciclones de Ouro', 61000, 'Púrpura', 'Cinza', 1),
('Renegados FC', 'Bauru', 'SP', 1969, 'Estádio Renegados FC', 61500, 'Ciano', 'Verde', 1);

-- JOGADORES

SET IDENTITY_INSERT Jogadors ON;

INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (1, 'Luiz Otávio Mendes', '19940106', 'Coral Sea Islands', 3, 52, 1.69, 74, 0, 1);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (586, 'Sr. Diego Carvalho', '19940223', 'Rússia', 1, 19, 1.99, 80, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (587, 'Danilo Alves', '19910704', 'Kuwait', 0, 82, 1.86, 89, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (588, 'João Lucas Melo', '19910224', 'Faroé', 4, 92, 1.79, 91, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (589, 'Ana Vitória da Costa', '19941122', 'Honduras', 1, 48, 1.7, 77, 1, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (590, 'Vinicius das Neves', '20001218', 'Líbia', 4, 77, 1.88, 79, 2, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (591, 'Raul Viana', '19890928', 'México', 4, 94, 1.84, 60, 1, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (592, 'Sabrina Azevedo', '19940924', 'Alemanha', 1, 87, 1.99, 78, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (593, 'Melissa Silva', '19960610', 'Togo', 1, 30, 1.73, 80, 1, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (594, 'Gustavo Gonçalves', '19900223', 'Timor Leste', 3, 84, 1.83, 64, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (595, 'Dr. Otávio Almeida', '19970603', 'Mauritânia', 0, 9, 1.69, 95, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (596, 'Larissa Monteiro', '19910731', 'Camboja', 4, 24, 1.91, 92, 2, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (597, 'Joaquim Azevedo', '19910715', 'Niue', 2, 28, 1.98, 71, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (598, 'Srta. Ana Carolina Oliveira', '20070115', 'Quênia', 4, 62, 1.68, 66, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (599, 'Emanuelly Silveira', '19900521', 'Granada', 4, 93, 1.88, 100, 0, 20);
INSERT INTO Jogadors (JogadorId, Nome, DataNascimento, Nacionalidade, Posicao, NumeroCamisa, Altura, Peso, PePreferido, TimeId) VALUES (600, 'Cecília da Paz', '19920408', 'Suíça', 1, 19, 1.89, 71, 0, 20);

SET IDENTITY_INSERT Jogadors OFF;

-- COMISSÃO TECNICA

SET IDENTITY_INSERT ComissaoTecnicas ON;

INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (1, 'Yuri Moraes', 0, '19850106', 1);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (2, 'Lorena Farias', 3, '19701206', 1);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (3, 'Sra. Beatriz Freitas', 4, '19711017', 1);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (4, 'Ana Carolina Cardoso', 5, '19910528', 1);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (5, 'Lucas Gabriel das Neves', 2, '19740529', 1);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (6, 'Marcela Almeida', 4, '19600828', 2);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (7, 'Alice Fogaça', 3, '19631007', 2);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (8, 'Henrique da Mata', 5, '19850424', 2);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (9, 'Rafaela Lopes', 2, '19800127', 2);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (10, 'Julia Vieira', 1, '19841110', 2);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (11, 'Pedro Miguel da Mata', 2, '19601205', 3);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (12, 'Emanuel Gomes', 4, '19831031', 3);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (13, 'Yago Pires', 1, '19710709', 3);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (14, 'Marcos Vinicius Ribeiro', 5, '19720123', 3);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (15, 'Ana Silva', 0, '19660609', 3);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (16, 'Sra. Helena Farias', 5, '19810618', 4);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (17, 'Isabelly da Mota', 2, '19910821', 4);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (18, 'Sr. Kevin Barbosa', 4, '19821015', 4);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (19, 'Dra. Isabelly Castro', 3, '19850329', 4);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (20, 'Dr. Luiz Fernando Gonçalves', 1, '19750326', 4);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (21, 'Maria Luiza Silva', 4, '19880113', 5);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (22, 'Caio Alves', 2, '19690925', 5);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (23, 'Srta. Eduarda Ribeiro', 3, '19591126', 5);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (24, 'Srta. Stella Teixeira', 5, '19810518', 5);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (25, 'Rafaela da Mata', 1, '19650111', 5);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (26, 'Lara Cardoso', 3, '19921111', 6);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (27, 'Nicolas Moraes', 2, '19820703', 6);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (28, 'Nicole Cavalcanti', 0, '19890217', 6);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (29, 'Maria Fernanda da Conceição', 4, '19690129', 6);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (30, 'Yago da Conceição', 1, '19910811', 6);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (31, 'Srta. Daniela Costela', 4, '19780921', 7);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (32, 'Beatriz Costa', 1, '19700710', 7);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (33, 'Manuela Araújo', 0, '19950118', 7);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (34, 'Cecília Fogaça', 3, '19850304', 7);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (35, 'Dr. Lucas Gabriel Duarte', 2, '19780124', 7);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (36, 'Sr. Rodrigo Viana', 4, '19780915', 8);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (37, 'João Lucas Sales', 5, '19681218', 8);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (38, 'Maysa Ferreira', 3, '19600222', 8);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (39, 'Júlia Melo', 1, '19840106', 8);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (40, 'João Felipe Jesus', 0, '19870425', 8);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (41, 'Isis Nascimento', 0, '19920215', 9);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (42, 'Maria Vitória Alves', 5, '19781231', 9);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (43, 'Noah Cavalcanti', 4, '19710318', 9);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (44, 'Sofia Castro', 1, '19921128', 9);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (45, 'Eduardo Castro', 2, '19640615', 9);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (46, 'Nicole Fernandes', 2, '19780408', 10);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (47, 'Elisa Nunes', 0, '19621101', 10);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (48, 'Luna Cardoso', 3, '19700621', 10);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (49, 'Natália Caldeira', 4, '19720518', 10);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (50, 'Yuri da Cruz', 5, '19930818', 10);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (51, 'Lívia Nascimento', 1, '19620901', 11);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (52, 'Sr. Luiz Gustavo Cardoso', 0, '19780819', 11);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (53, 'Helena Fogaça', 5, '19810702', 11);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (54, 'Dr. Pedro da Cunha', 3, '19700704', 11);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (55, 'Arthur da Conceição', 2, '19861031', 11);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (56, 'Lara Viana', 1, '19650404', 12);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (57, 'Bernardo Barbosa', 4, '19860914', 12);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (58, 'Leandro Azevedo', 0, '19760507', 12);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (59, 'Sophie da Rocha', 5, '19650202', 12);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (60, 'Bárbara Costela', 2, '19931023', 12);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (61, 'João Mendes', 1, '19940619', 13);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (62, 'Joana Aragão', 3, '19760509', 13);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (63, 'Clara Alves', 4, '19690505', 13);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (64, 'Juliana da Cruz', 2, '19780313', 13);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (65, 'Srta. Clarice Pinto', 0, '19790819', 13);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (66, 'Sofia Caldeira', 4, '19870529', 14);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (67, 'Vitor Alves', 5, '19780910', 14);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (68, 'Esther da Mata', 2, '19870728', 14);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (69, 'Thales Silva', 0, '19640729', 14);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (70, 'Dr. Gustavo Cardoso', 3, '19930629', 14);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (71, 'Sr. Enzo Gabriel Costa', 2, '19690706', 15);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (72, 'Sr. Theo Moreira', 0, '19591115', 15);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (73, 'Pedro Henrique Cavalcanti', 3, '19660322', 15);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (74, 'Mariana da Cruz', 4, '19750917', 15);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (75, 'Letícia Ferreira', 5, '19870505', 15);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (76, 'Vitória Cardoso', 2, '19800314', 16);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (77, 'Sr. João Miguel Cunha', 0, '19691113', 16);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (78, 'Renan Melo', 5, '19750622', 16);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (79, 'Dr. Erick Alves', 3, '19910921', 16);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (80, 'Dra. Stephany Dias', 4, '19821129', 16);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (81, 'Dr. Cauê Nogueira', 4, '19861212', 17);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (82, 'Henrique Santos', 2, '19890601', 17);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (83, 'Maria Vitória Mendes', 3, '19940726', 17);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (84, 'Sr. Leonardo Costa', 1, '19650423', 17);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (85, 'Yago Moraes', 5, '19670307', 17);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (86, 'Davi Luiz Costela', 3, '19800617', 18);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (87, 'Bernardo das Neves', 5, '19691030', 18);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (88, 'Sr. Davi Luiz Melo', 4, '19750810', 18);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (89, 'Isabelly Cardoso', 1, '19870218', 18);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (90, 'Juan Cardoso', 2, '19810930', 18);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (91, 'Srta. Ana Julia Campos', 1, '19620429', 19);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (92, 'Dr. Otávio Cardoso', 2, '19740121', 19);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (93, 'Sr. Diego Duarte', 3, '19911205', 19);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (94, 'Eloah Fernandes', 5, '19880119', 19);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (95, 'Srta. Marcela Dias', 4, '19720118', 19);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (96, 'Diego Azevedo', 1, '19690117', 20);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (97, 'Giovanna Silveira', 0, '19720601', 20);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (98, 'Dra. Julia Rodrigues', 3, '19720224', 20);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (99, 'Dra. Eloah da Conceição', 4, '19780609', 20);
INSERT INTO ComissaoTecnicas (ComissaoTecnicaId, Nome, Cargo, DataNascimento, TimeId) VALUES (100, 'Juliana Porto', 5, '19670818', 20);

SET IDENTITY_INSERT ComissaoTecnicas OFF;
